study_hours_per_day	exercise_frequency	focus_level	study_resources_availability	social_media_hours	mental_health_rating	test_anxiety_level	financial_stress_level	netflix_hours	academic_motivation	academic_self_efficacy	attendance_percentage	time_management	study_techniques_usage	procrastination_level	sleep_hours	home_study_environment	AcademicPerformance
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Moderada	Bajo_Estres	Poco	Limitada	Inseguro	Irregular	Caotico	Basico	Controlada	Insuficiente	Desfavorable	Insuficiente
Cortas	Sedentario	Disperso	Escasos	Excesivo	Delicada	Severa	Bajo_Estres	Poco	Limitada	Inseguro	Regular	Caotico	Basico	Controlada	Normal	Desfavorable	Insuficiente
